Site Code,Latitude,Longitude,PhysicalAddressCounty,Call Group,Owner,Cluster_ID
STG,33.55243,-84.26456,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
STH,33.98817,-83.59016,Barrow,FO-GA-NE-ATHENS WEST,GPC,1
STI,33.761506,-84.388132,Fulton,FO-GA-NW-METRO NORTHWEST,SCS,1
STK,37.82963,-82.851173,Johnson,FO-GA-SE-NATIONAL,SOGAS,136
STL,32.767447,-85.791536,Tallapoosa,FO-AL-ASHLAND,APC,1
STN,42.35289,-90.012341,Jo Daviess,FO-SOGAS-IL REGIONS BLT HUB,SOGAS,231
STO,32.13417,-88.79833,Clarke,FO-MS-O-NORTH CENTRAL,MPC,6
STP,30.800643,-87.769157,Baldwin,FO-AL-MOBILE SOUTHEAST,APC,6
STR,33.603055,-84.537869,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
STS,31.1661,-81.4017,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
STT,32.576944,-84.312222,Taylor,FO-GA-SW-MACON-WEST,SPC,57
STU,33.170108,-87.529945,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
STV,30.823658,-83.288587,Lowndes,FO-GA-SW-VALDOSTA,GPC,2
STW,32.14889,-88.86472,Clarke,FO-MS-O-NORTH CENTRAL,MPC,6
SUB,30.383579,-89.09833,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
SUC,30.64639,-89.12944,Harrison,FO-MS-O-SOUTHWEST,MPC,6
SUE,32.5244,-87.0503,Dallas,FO-AL-DEMOPOLIS,APC,1
SUL,33.9503,-88.1556,Lamar,FO-AL-JASPER,APC,1
SUM,31.417356,-89.544185,Lamar,FO-MS-O-CENTRAL,MPC,6
SUN,33.54611,-86.68305,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,1
SUT,33.44725,-86.734472,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
SUV,34.471417,-85.323571,Chattooga,FO-GA-NW-FLOYD & NORTH,GPC,1
SUW,34.0419806,-84.0367,,FO-GA-NE-CUMMING,GPC,1
SVC,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,1
SVE,31.9905,-81.2927,Chatham,FO-GA-SE-SAVANNAH 3,GPC,5
SVH,32.079234,-81.083443,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
SVL,31.8244806,-89.0553389,,FO-MS-O-NORTH CENTRAL,MPC,6
SVQ,34.46592,-85.35452,Chattooga,FO-GA-NW-FLOYD & NORTH,GPC,1
SVS,34.8111056,-85.8550861,Jackson,FO-AL-ALBERTVILLE,SOLINC,232
SWA,33.093651,-85.617866,Tallapoosa,FO-AL-ASHLAND,APC,1
SWD,41.509677,-88.198294,Will,FO-SOGAS-IL REGIONS BLT HUB,SOGAS,164
SWJ,34.08398,-83.644913,Jackson,FO-GA-NE-GAINESVILLE,GPC,1
SWL,33.3335,-86.0068833,SOUTH WALDO,FO-AL-ASHLAND,APC,1
SWM,30.5997,-88.1939,Mobile,FO-AL-MOBILE SOUTHWEST,APC,6
SWN,32.6182,-82.317,Emanuel,FO-GA-SE-BAXLEY,GPC,45
SWO,34.082818,-84.521093,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
SWR,33.57306,-84.53722,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
SWT,33.532549,-84.367071,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,SOGAS,1
SYA,33.1257,-86.2375,Talladega,FO-AL-ASHLAND,APC,1
SYC,41.967789,-88.713606,DeKalb,FO-GA-SE-ILLINOIS-NORTH,SOGAS,89
SYS,33.5307,-87.0897,Jefferson,FO-AL-BIRMINGHAM NORTHWEST,APC,1
SYT,31.552001,-83.852305,Worth,FO-GA-SE-WAYCROSS,GPC,233
SYV,32.759508,-81.670593,Screven,FO-GA-SE-SAVANNAH 2,GPC,107
TAB,32.69332,-84.54046,Talbot,FO-GA-SW-MACON-WEST,GPC,234
TAD,33.4623,-86.124,Talladega,FO-AL-ALBERTVILLE,APC,1
TAL,33.43248,-86.09972,Talladega,FO-AL-ALBERTVILLE,APC,1
TAM,34.2084194,-83.7223889,TALMO,FO-GA-NE-GAINESVILLE,GPC,1
TAP,33.6848,-85.3027,Haralson,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
TAY,31.828454,-89.418115,Smith,FO-MS-O-NORTH CENTRAL,MPC,6
TBF,33.694197,-97.378249,Cooke,FO-SPC-PLANT SUPPORT 1 BLT HUB,SPC,235
TCC,33.308318,-83.389147,Putnam,FO-GA-SW-MACON-EAST,GPC,1
TCG,30.526312,-88.131419,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,6
TCH,33.457278,-86.096898,Talladega,FO-AL-ALBERTVILLE,APC,1
TCM,33.625548,-84.393317,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
TCN,33.620686,-84.385761,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
TCO,33.3205,-87.59837,Tuscaloosa,FO-AL-FAYETTE,APC,1
TCQ,32.54945,-85.91278,Elmore,FO-AL-PHENIX CITY,APC,1
TCR,33.22961,-87.57509,Tuscaloosa,FO-AL-FAYETTE,APC,1
TDG,33.1296056,-86.4294139,TALLADEGA SPRINGS,FO-AL-ASHLAND,APC,1
TDO,31.42028,-83.50305,Tift,FO-GA-SE-WAYCROSS,GPC,13
TEM,33.7018,-85.0556,Carroll,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
TEN,32.912396,-82.830648,Washington,FO-GA-SE-AUGUSTA 2,GPC,236
TEO,34.72978,-83.40072,Habersham,FO-GA-NE-CORNELIA,GPC,1
TER,34.750463,-83.405644,Rabun,FO-GA-NE-CORNELIA,GPC,1
TFR,33.623453,-84.384761,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
TFT,31.461576,-83.505841,Tift,FO-GA-SE-WAYCROSS,GPC,13
THD,30.553318,-88.171962,Mobile,FO-AL-MOBILE SOUTHWEST,APC,6
THE,33.2033389,-83.4359222,SOUTH EATONTON,FO-GA-SW-MACON-EAST,GPC,1
THL,33.815303,-84.314965,Dekalb,FO-GA-NE-METRO NORTHEAST,GPC,1
THM,31.930355,-87.756416,Clarke,FO-AL-MOBILE NORTHEAST,APC,62
THN,32.277347,-87.623611,Marengo,FO-AL-DEMOPOLIS,APC,62
THO,32.993822,-84.368058,Pike,FO-GA-SW-MACON-WEST,GPC,1
THQ,31.93,-87.7564,Clarke,FO-AL-MOBILE NORTHEAST,APC,62
THV,31.907405,-87.741394,Clarke,FO-AL-MOBILE NORTHEAST,APC,62
TIF,31.42028,-83.50305,Tift,FO-GA-SE-WAYCROSS,GPC,13
TIG,32.611422,-85.388178,LEE,FO-AL-PHENIX CITY,APC,1
TIM,31.455164,-83.515193,Tift,FO-GA-SE-WAYCROSS,GPC,13
TIP,30.52619,-88.13142,Mobile,FO-AL-MOBILE SOUTHWEST,APC,6
TKY,34.0991861,-85.89965,TURKEYTOWN,FO-AL-GADSDEN,APC,1
TLA,33.2695194,-84.3744194,ZETELLA,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
TLD,34.85333,-85.51833,Dade,FO-GA-NW-FLOYD & NORTH,GPC,1
TLF,33.137066,-81.773322,Burke,FO-GA-SE-AUGUSTA 1,GPC,1
TLG,34.68052,-86.51515,Madison,FO-AL-ALBERTVILLE,SOLINC,1
TLM,30.71964,-88.08156,Mobile,FO-AL-MOBILE SOUTHEAST,APC,6
TLR,32.565404,-84.254349,Taylor,FO-GA-SW-MACON-WEST,SPC,57
TMB,32.20316,-82.32921,Toombs,FO-GA-SE-BAXLEY,GPC,16
TMK,32.817765,-83.673452,Bibb,FO-GA-SW-MACON-EAST,GPC,1
TMN,33.457777,-82.478055,McDuffie,FO-GA-SE-AUGUSTA 1,GPC,1
TMV,33.128621,-81.768461,Burke,FO-GA-SE-AUGUSTA 1,GPC,1
TMW,34.727627,-83.377911,Habersham,FO-GA-NE-CORNELIA,GPC,1
TNR,33.625348,-84.391696,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
TNT,32.1417639,-85.596525,THREE NOTCH,FO-AL-EUFAULA,APC,1
TNY,34.92175,-86.7295,,FO-AL-BIRMINGHAM NORTH,SOLINC,1
TOC,34.56917,-83.32306,Stephens,FO-GA-NE-CORNELIA,GPC,1
TOH,33.833425,-84.254601,Dekalb,FO-GA-NE-METRO NORTHEAST,GPC,1
TOO,32.064236,-82.323528,Toombs,FO-GA-SE-BAXLEY,GPC,16
TOV,30.839609,-84.005316,Thomas,FO-GA-SW-BAINBRIDGE,GPC,61
TRA,44.763122,-85.624231,Grand Traverse,FO-GA-SE-NATIONAL,SOGAS,237
TRC,33.169456,-86.770154,Shelby,FO-AL-BIRMINGHAM SOUTH,APC,1
TRF,30.437828,-89.037023,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
TRI,32.872306,-87.020694,BIBB,FO-AL-TUSCALOOSA,APC,1
TRN,34.85333,-85.51833,Dade,FO-GA-NW-FLOYD & NORTH,GPC,1
TRO,41.456138,-89.121406,LaSalle,FO-SOGAS-IL REGIONS BLT HUB,SOGAS,238
TRQ,33.64587,-86.60999,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,1
TRS,33.585543,-86.576008,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,SOGAS,1
TRT,36.588757,-120.406874,Fresno,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,171
TRU,33.64587,-86.60999,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,1
TRY,31.8107,-86.0244,Pike,FO-AL-EUFAULA,APC,1
TSM,33.775705,-84.389987,Fulton,FO-GA-NE-METRO NORTHEAST,GPC,1
TSP,32.573525,-84.286647,Taylor,FO-GA-SW-MACON-WEST,SPC,57
TST,33.62616,-84.389835,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
TTC,41.806952,-88.19166,DuPage,FO-GA-SE-ILLINOIS-SOUTH,SOGAS,29
TUA,33.15747,-87.58544,Tuscaloosa,FO-AL-FAYETTE,APC,1
TUC,33.17416,-87.492081,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
TUG,34.712708,-83.352246,Habersham,FO-GA-NE-CORNELIA,GPC,1
TUK,32.441658,-85.750747,Macon,FO-AL-PHENIX CITY,APC,1
TUL,36.148554,-95.990645,,FO-SOGAS-SEQUENT TX BLT HUB,SOGAS,239
TUN,33.328889,-84.637667,Coweta,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
TUR,33.884445,-84.218887,DeKalb,FO-GA-NE-CONYERS,GPC,1
TUS,33.207185,-87.559721,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
TVC,34.75056,-83.40778,Rabun,FO-GA-NE-CORNELIA,GPC,1
TVD,32.228522,-82.428178,Toombs,FO-GA-SE-BAXLEY,GPC,16
TWC,32.57533,-82.11476,Emanuel,FO-GA-SE-BAXLEY,GPC,240
TWL,33.863708,-87.390086,Walker,FO-AL-JASPER,APC,1
TWR,33.759959,-84.387279,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
TYB,32.02381,-80.8504,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
TYL,32.314894,-86.872917,Dallas,FO-AL-MONTGOMERY WEST,APC,1
TYR,34.68638,-85.19491,Walker,FO-GA-NW-FLOYD & NORTH,GPC,1
TYS,32.217861,-86.402208,Montgomery,FO-AL-MONTGOMERY WEST,APC,1
TYT,32.3215472,-82.5665472,TARRYTOWN,FO-GA-SE-BAXLEY,GPC,16
TYU,31.8025,-85.9576,Pike,FO-AL-EUFAULA,APC,1
TYV,31.88557,-89.368812,Smith,FO-MS-O-NORTH CENTRAL,MPC,6
UGA,33.90279,-83.371641,Clarke,FO-GA-NE-ATHENS EAST,GPC,1
UGG,33.918797,-83.37703,Clarke,FO-GA-NE-ATHENS EAST,GPC,1
UNI,32.57195,-89.11945,Newton,FO-MS-O-NORTH CENTRAL,MPC,6
UNN,32.51528,-89.10722,Newton,FO-MS-O-NORTH CENTRAL,MPC,6
UNP,33.5776889,-83.0500389,,FO-GA-NE-ATHENS WEST,GPC,1
UNT,32.450035,-87.514199,Perry,FO-AL-DEMOPOLIS,APC,122
URH,31.314607,-87.480816,Monroe,FO-AL-MOBILE NORTHEAST,APC,6
USM,31.3327528,-89.3284444,,FO-MS-O-CENTRAL,MPC,6
USP,32.14482,-85.71479,Bullock,FO-AL-EUFAULA,APC,1
UTL,33.78011,-84.70381,Douglas,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
UVA,32.0495,-82.50011,Montgomery,FO-GA-SE-BAXLEY,GPC,16
V12,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,1
VA9,33.781106,-84.364514,Fulton,FO-GA-NE-METRO NORTHEAST,GPC,1
VAC,33.18183,-87.2878,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
VAL,30.82504,-83.28878,Lowndes,FO-GA-SW-VALDOSTA,GPC,2
VAN,33.2087,-87.2054,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
VAR,34.89476,-85.01518,Whitfield,FO-GA-NW-FLOYD & NORTH,GPC,1
VAV,33.781192,-84.365029,Fulton,FO-GA-NE-METRO NORTHEAST,GPC,1
VCP,30.84232,-83.317931,Lowndes,FO-GA-SW-VALDOSTA,GPC,2
VCT,33.140525,-81.768751,Burke,FO-GA-SE-AUGUSTA 1,GPC,1
VDD,32.227484,-82.427763,Toombs,FO-GA-SE-BAXLEY,GPC,16
VDI,32.21611,-82.41167,Toombs,FO-GA-SE-BAXLEY,GPC,16
VDO,30.82504,-83.28878,Lowndes,FO-GA-SW-VALDOSTA,GPC,2
VDS,30.8366,-83.3307,Lowndes,FO-GA-SW-VALDOSTA,GPC,2
VDT,32.231614,-82.405478,TOOMBS,FO-GA-SE-BAXLEY,GPC,16
VEB,32.73477,-86.53413,,FO-AL-MONTGOMERY EAST,APC,1
VEC,33.18066,-81.82615,Burke,FO-GA-SE-AUGUSTA 1,GPC,1
VEN,32.15235,-82.580361,Montgomery,FO-GA-SE-BAXLEY,GPC,16
VEO,32.17014,-82.58659,Montgomery,FO-GA-SE-BAXLEY,GPC,16
VER,33.7655,-88.1213,Lamar,FO-AL-JASPER,APC,1
VFB,33.12863,-81.770918,Burke,FO-GA-SE-AUGUSTA 1,GPC,1
VIA,32.233538,-82.404627,Toombs,FO-GA-SE-BAXLEY,SOGAS,16
VID,32.54624,-86.64825,Autauga,FO-AL-MONTGOMERY WEST,APC,1
VIE,32.070053,-83.779183,Dooly,FO-GA-SW-AMERICUS,GPC,1
VIL,32.2056,-82.4942,Montgomery,FO-GA-SE-BAXLEY,GPC,16
VIN,33.860778,-84.482111,Cobb,FO-GA-NW-METRO NORTHWEST,GPC,1
VIT,33.051856,-82.254103,Burke,FO-GA-SE-AUGUSTA 2,GPC,45
VLC,32.80505,-85.179673,Chambers,FO-AL-PHENIX CITY,APC,1
VLE,31.9725139,-83.6098833,SEVILLE,FO-GA-SW-PERRY,GPC,1
VLL,32.817377,-85.173961,Chambers,FO-AL-PHENIX CITY,APC,1
VLO,33.116302,-81.785032,Burke,FO-GA-SE-AUGUSTA 1,GPC,1
VLY,32.8021139,-85.16815,VALLEY,FO-AL-PHENIX CITY,APC,1
VMC,30.620712,-87.054954,Santa Rosa,FO-FL-NEXTERA ENERGY,NextEra,6
VMS,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,1
VMW,33.12863,-81.770918,Burke,FO-GA-SE-AUGUSTA 1,GPC,1
VNB,33.518603,-86.812287,Jefferson,FO-APCCORP-APC CORP HQ BLT HUB,APC,1
VNE,33.143891,-81.769579,Burke,FO-GA-SE-AUGUSTA 1,GPC,1
VNG,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,1
VNN,33.143891,-81.769579,Burke,FO-GA-SE-AUGUSTA 1,GPC,1
VNP,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,1
VNX,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,1
VRR,33.724004,-84.909714,Douglas,FO-GA-NW-CARROLL/HEARD/DOUGLAS,SOGAS,1
VSB,31.9429444,-88.9564444,,FO-MS-O-NORTH CENTRAL,MPC,6
VSC,30.799477,-83.296824,Lowndes,FO-GA-SW-VALDOSTA,SOGAS,2
VST,33.442476,-86.78938,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
VTE,33.139391,-81.773273,,FO-GA-SE-AUGUSTA 1,GPC,1
VVC,33.141185,-81.760002,Burke,FO-GA-SE-AUGUSTA 1,GPC,1
VWW,33.137848,-81.747293,Burke,FO-GA-SE-AUGUSTA 1,GPC,1
WAB,33.08938,-82.051687,Burke,FO-GA-SE-AUGUSTA 2,GPC,1
WAC,31.19554,-82.400755,Ware,FO-GA-SE-WAYCROSS,GPC,101
WAD,33.11984,-85.53198,Randolph,FO-AL-ASHLAND,APC,1
WAE,33.430903,-82.682181,Warren,FO-GA-SE-AUGUSTA 1,GPC,1
WAG,33.4412611,-82.08075,,FO-GA-SE-AUGUSTA 2,GPC,1
WAI,33.802261,-86.83465,Jefferson,FO-AL-BIRMINGHAM NORTH,APC,1
WAK,33.802911,-101.068819,Crosby,FO-SPC-PLANT SUPPORT 1 BLT HUB,SPC,241
WAL,33.350637,-83.157004,Hancock,FO-GA-SW-MACON-EAST,GPC,1
WAM,32.845986,-84.694719,Meriwether,FO-GA-SW-COLUMBUS,GPC,1
WAN,33.41528,-85.03555,Carroll,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
WAO,31.21515,-82.352271,Ware,FO-GA-SE-WAYCROSS,GPC,101
WAS,31.186776,-82.337738,Ware,FO-GA-SE-WAYCROSS,GPC,101
WAT,33.85422,-83.40148,Oconee,FO-GA-NE-ATHENS WEST,GPC,1
WAV,32.7224,-85.5751,Lee,FO-AL-PHENIX CITY,APC,1
WAX,34.12905,-85.146,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
WAY,31.67694,-88.64278,Wayne,FO-MS-O-NORTH CENTRAL,MPC,6
WBD,32.58222,-86.28416,Elmore,FO-AL-MONTGOMERY EAST,APC,1
WBE,30.943611,-81.736611,Camden,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
WBN,33.11886,-87.11903,Bibb,FO-AL-TUSCALOOSA,APC,1
WBW,31.1420472,-81.5873722,,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
WBX,30.3944,-88.9984,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
WCH,33.92802,-87.81342,Marion,FO-AL-JASPER,APC,1
WCS,33.133616,-81.78113,,FO-GA-SE-AUGUSTA 1,GPC,1
WDA,33.918493,-84.857776,Paulding,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
WDC,38.893738,-77.020512,District of Columbia,FO-GA-SE-NATIONAL,SCS,24
WDD,33.3691389,-85.4006389,WOODLAND,FO-AL-ASHLAND,APC,1
WDE,32.703933,-83.717678,Bibb,FO-GA-SW-MACON-WEST,GPC,1
WDG,33.211951,-87.566641,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
WDH,33.230907,-87.559211,Tuscaloosa,FO-AL-FAYETTE,APC,1
WDL,33.538889,-86.751111,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
WDM,33.350812,-83.156928,Hancock,FO-GA-SW-MACON-EAST,GPC,1
WDN,31.24361,-85.52048,Houston,FO-AL-DOTHAN WEST,APC,11
WDO,33.09472,-81.99889,Burke,FO-GA-SE-AUGUSTA 2,GPC,1
WDR,32.5627083,-82.6805111,WEST ADRIAN,FO-GA-SE-BAXLEY,GPC,16
WDV,34.608761,-86.236897,Jackson,FO-AL-ALBERTVILLE,SOLINC,1
WED,33.3116,-85.4955,Randolph,FO-AL-ASHLAND,APC,1
WEE,30.6886,-88.2261,Mobile,FO-AL-MOBILE SOUTHWEST,APC,6
WEI,34.155469,-85.691044,Cherokee,FO-AL-GADSDEN,APC,1
WEJ,34.69245,-84.5956806,WEST ELLIJAY,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
WEP,32.46721,-86.5456,Autauga,FO-AL-MONTGOMERY WEST,APC,1
WES,34.682889,-86.58315,Madison,FO-AL-BIRMINGHAM NORTH,SOLINC,1
WFS,33.779246,-84.364593,Fulton,FO-GA-NE-METRO NORTHEAST,GPC,1
WGG,32.911272,-84.307164,Upson,FO-GA-SW-MACON-WEST,SPC,1
WGR,31.4221028,-88.0577583,WAGARVILLE,FO-AL-MOBILE BARRY,APC,143
WGT,32.74684,-82.7062,Johnson,FO-GA-SE-AUGUSTA 2,GPC,16
WHA,32.376206,-86.317375,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
WHB,33.823125,-87.807569,Fayette,FO-AL-JASPER,APC,1
WHE,33.616122,-85.681825,Cleburne,FO-AL-ANNISTON,APC,1
WHI,32.8092,-85.0283,Harris,FO-GA-SW-COLUMBUS,GPC,1
WHM,34.640684,-95.278384,Pushmataha,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,209
WHQ,33.09472,-81.99889,Burke,FO-GA-SE-AUGUSTA 2,GPC,1
WHS,33.102506,-82.005947,Burke,FO-GA-SE-AUGUSTA 2,GPC,1
WHT,34.2215,-84.7597,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
WHU,33.105751,-82.010037,,FO-GA-SE-AUGUSTA 2,GPC,1
WHV,33.772555,-86.622211,Blount,FO-AL-BIRMINGHAM NORTH,APC,1
WIA,31.3101,-83.04987,Atkinson,FO-GA-SE-WAYCROSS,GPC,242
WID,33.996486,-83.754978,Barrow,FO-GA-NE-ATHENS WEST,GPC,1
WIE,33.87605,-84.38029,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
WIG,30.85252,-89.14469,Stone,FO-MS-O-SOUTHWEST,MPC,6
WIL,33.16689,-81.81824,Burke,FO-GA-SE-AUGUSTA 1,GPC,1
WIN,33.9158,-84.4825,Cobb,FO-GA-NW-COBB,GPC,1
WIP,34.126206,-84.225878,Forsyth,FO-GA-NE-CUMMING,GPC,1
WIS,33.73385,-84.79653,Douglas,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
WJA,33.7979,-87.3068,Walker,FO-AL-MILLER SP,APC,1
WLD,33.4425,-86.83667,Jefferson,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
WLL,33.35365,-83.15578,Hancock,FO-GA-SW-MACON-EAST,GPC,1
WLM,30.8601,-88.359,Mobile,FO-AL-MOBILE NORTHWEST,APC,6
WLO,33.9965,-83.7507,Barrow,FO-GA-NE-ATHENS WEST,GPC,1
WLS,32.5953,-89.455538,Leake,FO-MS-O-NORTH CENTRAL,MPC,6
WLT,32.527425,-89.471475,,FO-MS-O-NORTH CENTRAL,MPC,6
WLV,33.23673,-86.48112,Shelby,FO-AL-BIRMINGHAM EAST,SCS,1
WMA,32.8376,-83.74259,Bibb,FO-GA-SW-MACON-WEST,GPC,1
WMD,32.1913167,-88.6966861,,FO-MS-O-NORTH CENTRAL,MPC,6
WMG,32.021358,-80.970644,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
WML,33.066963,-83.272671,Baldwin,FO-GA-SW-MACON-EAST,GPC,1
WMO,30.6783,-88.19049,Mobile,FO-AL-MOBILE SOUTHWEST,APC,6
WMR,32.326,-88.79575,,FO-MS-O-NORTH,MPC,6
WMT,31.1143,-83.8955194,SW MOULTRIE,FO-GA-SW-BAINBRIDGE,GPC,13
WND,33.9965,-83.7507,Barrow,FO-GA-NE-ATHENS WEST,GPC,1
WNF,33.930231,-87.812756,Marion,FO-AL-JASPER,APC,1
WOB,32.982833,-84.617833,Meriwether,FO-GA-SW-COLUMBUS,GPC,1
WOH,31.196091,-82.400326,Ware,FO-GA-SE-WAYCROSS,GPC,101
WOO,34.106961,-84.58178,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
WPA,40.42942,-79.87484,Allegheny,FO-GA-SE-NATIONAL,SOGAS,243
WPC,33.211722,-87.548139,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
WPD,33.9434778,-85.7382778,WEST PIEDMONT,FO-AL-GADSDEN,APC,1
WPS,33.7847528,-85.6871306,WHITE PLAINS,FO-AL-GADSDEN,APC,1
WRD,32.300619,-88.175725,Choctaw,FO-AL-DEMOPOLIS,APC,168
WRE,33.2093,-82.3803,Jefferson,FO-GA-SE-AUGUSTA 1,GPC,45
WRF,32.681226,-83.616322,Bibb,FO-GA-SW-MACON-EAST,GPC,1
WRL,31.4054194,-86.7041806,WEST RED LEVEL,FO-AL-DOTHAN WEST,APC,1
WRN,33.2591,-82.3195,Jefferson,FO-GA-SE-AUGUSTA 1,GPC,45
WRS,32.619614,-83.611729,Houston,FO-GA-SW-PERRY,GPC,1
WRT,33.126569,-82.80435,Washington,FO-GA-SE-AUGUSTA 1,GPC,236
WSC,31.210689,-82.347283,Ware,FO-GA-SE-WAYCROSS,SOGAS,101
WSE,32.42272,-87.06805,Dallas,FO-AL-MONTGOMERY WEST,APC,1
WSL,34.33606,-83.77508,Hall,FO-GA-NE-GAINESVILLE,GPC,1
WSP,33.480142,-87.38948,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
WSR,30.848344,-89.140219,,FO-MS-O-SOUTHWEST,MPC,6
WST,34.6474639,-86.0929889,WEST SCOTTSBORO,FO-AL-ALBERTVILLE,SOLINC,1
WSV,31.393,-82.6568889,WILSONVILLE (GA),FO-GA-SE-WAYCROSS,GPC,101
WTN,31.9423389,-84.5784389,WESTON,FO-GA-SW-AMERICUS,GPC,244
WTO,32.3555333,-89.1681361,NEWTON,FO-MS-O-NORTH CENTRAL,MPC,6
WTP,32.545013,-86.221122,Elmore,FO-AL-MONTGOMERY EAST,APC,1
WTS,34.580833,-84.521666,Gilmer,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
WTY,31.6381861,-87.6731278,WHATLEY,FO-AL-MOBILE NORTHEAST,APC,62
WVD,30.3126,-89.412,Hancock,FO-MS-O-SOUTHWEST,MPC,6
WVL,32.698411,-84.735672,Harris,FO-GA-SW-COLUMBUS,GPC,1
WWK,33.469,-86.7606,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
WYC,31.196091,-82.400326,Ware,FO-GA-SE-WAYCROSS,GPC,101
WYV,31.2336889,-81.7689889,WAYNESVILLE,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
XAA,33.518603,-86.812287,Jefferson,FO-APCCORP-APC CORP HQ BLT HUB,APC,1
XAD,32.562281,-85.508903,Lee,FO-AL-PHENIX CITY,APC,1
XAE,33.518603,-86.812287,Jefferson,FO-APCCORP-APC CORP HQ BLT HUB,APC,1
XAG,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,1
XAP,33.518603,-86.812287,Jefferson,FO-APCCORP-APC CORP HQ BLT HUB,APC,1
XAR,33.518603,-86.812287,Jefferson,FO-APCCORP-APC CORP HQ BLT HUB,APC,1
XAT,33.518603,-86.812287,Jefferson,FO-APCCORP-APC CORP HQ BLT HUB,APC,1
XAV,33.518603,-86.812287,Jefferson,FO-APCCORP-APC CORP HQ BLT HUB,APC,1
